Timestamp,FIT-101,LIT-101,P-101,P-102,MV-101,FIT-201,AIT-201,AIT-202,P-201,P-202,P-203,FIT-301,LIT-301,DPIT-301,P-301,P-302,FIT-401,LIT-401,AIT-401,P-401,P-402,FIT-501,LIT-501,PIT-501,P-501,P-502,FIT-601,LIT-601,P-601,P-602,Normal/Attack
2025-11-25 23:58:16.585265,1.2551111180081376,841.9426384569006,1,1,1,0.7411835171680791,237.55839517532783,252.45514505115977,1,1,1,1.521065347794424,641.1376378151369,5.0941058306570035,1,1,1.2544807283916062,501.7521933710003,51.156753219722944,0,0,0.9984080634341521,610.0188066086926,7.712328758100211,1,1,1.7931245469404085,750.1003438772001,1,1,Normal
2025-11-25 23:58:17.585265,1.2847975198682444,844.7893198416682,0,0,1,0.7552390039491137,241.53604202386254,239.3242384179459,0,1,0,1.5438606760928422,637.6756164009097,5.035610556852345,1,1,1.2661714467966745,489.6815159734839,51.5843704254235,1,1,1.006804540596303,614.8846168427351,7.907759794980282,1,0,1.8170848618093776,737.4914361098159,1,1,Normal
2025-11-25 23:58:18.585265,1.3129547777036574,838.2802395057556,1,1,1,0.7715403673672796,244.51711915720585,229.6909877118351,0,1,1,1.5086978698352487,629.3429913374066,5.548029062809918,1,1,1.261302548690154,484.1796488281947,54.537305681671825,0,1,1.0590355465593009,602.5082077077925,7.953953260177236,0,1,1.803766174659156,730.9908256027232,0,1,Normal
2025-11-25 23:58:19.585265,1.3876057102564043,841.390207819888,1,1,1,0.7631754464316789,235.1886210597189,229.73847264387135,1,1,1,1.4700460490612755,626.8303751268165,5.815050180961834,1,1,1.2121445988461277,491.48857629968546,54.616142621425546,1,0,1.0496400207967491,605.4257045731501,7.720467839719211,1,1,1.766324385277502,729.5649825479276,1,1,Normal
2025-11-25 23:58:20.585265,1.3606054666033671,854.0655030293158,1,1,1,0.7802373169656743,243.05351635002265,239.62150080083111,0,0,1,1.4998596232822836,631.1086164221414,5.872561723511372,1,1,1.2424059121918702,492.65015374319916,57.278497495922565,1,1,1.0470339238061441,613.5993352157961,7.61219765477198,1,1,1.7162928619080042,734.364217908237,1,0,Normal
2025-11-25 23:58:21.585265,1.395051456622353,835.2153219362194,1,0,1,0.7799551590983292,251.49411935950573,245.4527724056943,1,1,1,1.4467108734805625,629.9206319703032,6.066150494657268,1,1,1.2577703991463827,488.6835668099095,57.96104186170129,1,1,0.9953306148225999,619.9173051599583,7.372903672313307,1,1,1.7510271741145522,721.211624615467,1,1,Normal
2025-11-25 23:58:22.585265,1.3962704731060065,828.9735713694313,1,1,1,0.8333943293802751,255.3643155730776,249.60843198421082,1,0,1,1.44776184370798,623.0962717500295,6.03520273838491,1,1,1.3260194582149663,499.8709574071672,55.73876133023529,0,0,1.0200549328684265,605.289976769461,7.241311539114713,1,1,1.6521312974744435,731.6978097666577,1,1,Normal
2025-11-25 23:58:23.585265,1.4225931533711456,838.8434479010277,1,0,1,0.8628766455788193,244.58437024606422,245.16260042929903,0,1,1,1.4687030108574681,636.936939793709,6.0395924203491855,1,1,1.2908551445022907,490.58720753081536,56.41868977205966,1,1,1.0101404385684476,598.405456105731,7.177246521617801,1,0,1.6895255625118442,730.4779005234321,1,0,Normal
2025-11-25 23:58:24.585265,1.4471361768351414,829.606984496563,0,1,1,0.8719435355755492,252.31407427185547,235.3290094374628,0,1,1,1.5004878087975453,624.9338213939394,6.241024383793865,1,1,1.301337717600561,498.8182257124761,57.47564710084635,1,1,1.0438277536787453,604.3147386012934,6.9996581494327295,0,1,1.610258195631346,744.5340049131634,0,1,Normal
2025-11-25 23:58:25.585265,1.4342604889307327,848.4129859726866,1,1,1,0.8559472941831152,255.54141522830497,249.04718981810618,0,1,0,1.5170164823917902,632.0438852098335,6.183549833200692,1,1,1.3304808662618104,499.5086600139433,58.17548960736615,1,0,1.036920162897708,607.1377057838097,7.088196862386203,1,1,1.5017486411368595,749.2060026751984,1,1,Normal
2025-11-25 23:58:26.585265,1.481740611524237,860.6754077677814,1,0,0,0.8489977974468699,249.6864176085926,242.63785413308966,1,1,1,1.555143839890594,647.2709853226771,6.30184989418782,1,1,1.365180635527284,516.7615539572496,56.80734619564731,1,1,1.026626672416894,618.7619344506295,7.072716607018673,1,1,1.5247497504728962,759.9267388192602,1,1,Normal
2025-11-25 23:58:27.585265,1.507607771185043,855.2301000184577,1,1,1,0.8540286096539127,244.70178851409392,257.9549392075491,1,1,1,1.5687547991649107,643.8352122650218,6.1614538786882,1,0,1.3931938871952148,497.7280215809229,56.3510806822379,1,1,1.0487783057095938,617.2731898065746,7.163179063124268,0,1,1.5855397291547693,743.5437331948491,1,1,Normal
2025-11-25 23:58:28.585265,1.4693129391743054,836.6859827713582,1,1,1,0.8585712423449113,243.69879600732835,247.44990029443824,1,1,1,1.5187749941664601,624.1732543578496,5.729527139737165,1,1,1.3995518272442586,487.48200603961817,57.31544903919836,1,1,1.0966331837861256,601.0034608114661,6.8596829496691285,1,1,1.5462510630362214,726.6907002738336,1,1,Normal
