Timestamp,FIT-101,LIT-101,P-101,P-102,MV-101,FIT-201,AIT-201,AIT-202,P-201,P-202,P-203,FIT-301,LIT-301,DPIT-301,P-301,P-302,FIT-401,LIT-401,AIT-401,P-401,P-402,FIT-501,LIT-501,PIT-501,P-501,P-502,FIT-601,LIT-601,P-601,P-602,Normal/Attack
2025-11-25 23:58:23.301554,1.3307549120707853,877.9255298128306,1,1,1,0.7407399692080947,217.59731127210404,215.23890363832902,1.0,0,1.0,1.5464901719762965,607.7157798058091,4.91806913418895,1,1,1.3672603093209643,473.53040025448234,52.08104088144192,0,1,0.7989046657803998,612.4127323176493,7.482378532811035,1,1,1.7977835327342182,754.606509274561,1,0,Normal
2025-11-26 00:05:41.860724,1.591069872592913,831.6606016733232,1,0,1,0.0821502712158731,259.7308366041065,253.97648130384832,1.0,1,1.0,1.6487934578300159,617.0505015112013,7.056781296405017,1,1,1.3162531876879393,549.6891704362606,32.31625312065549,1,1,1.517273497902266,452.14712211346693,12.203151408492715,1,1,1.4214079335380458,589.3379420903233,0,1,Normal
2025-11-26 00:34:37.860724,1.862125856771516,736.2284228613833,1,1,1,0.5253854676730391,310.18388255943285,424.67395970970614,1.0,0,0.0,1.7467565695656044,983.0082687212057,1.3966469201710257,1,1,1.3413496815302786,327.7915887204066,45.578585115590485,1,1,1.140295662573881,373.44237073348734,12.941060268204797,1,1,1.9723040291112242,670.0045478762472,0,1,Normal
2025-11-26 00:13:08.860724,1.7804988332514422,952.0792268239999,0,0,1,0.17159528191765716,287.33731024732293,276.2226153921672,1.0,1,1.0,0.4721526150005634,304.07626040493443,7.878604420639963,0,0,0.500462132698463,533.112489257304,23.3798698094903,1,1,0.8317981172923549,446.2669902777398,11.832814687041429,1,1,0.19963999502312657,679.3336781465056,1,1,Normal
2025-11-26 00:55:37.860724,1.8659789065845385,504.0798700505831,1,1,1,0.2439564126390519,355.4329643448774,328.32084467181795,0.0,1,1.0,1.0078776055874075,526.3186079840847,1.3073122457598902,1,0,2.3666111419662617,697.565192670597,37.59229542207754,1,1,1.3805128288485031,311.29153115939084,9.32960095778315,1,1,2.8962054024173054,802.7187456581563,0,1,Normal
2025-11-26 01:44:01.860724,0.9616635936485421,1107.1901384973482,1,0,1,1.3421933865857218,299.6469320512832,137.04105394380193,0.0,1,1.0,1.2309870026463345,661.4312103203351,1.9056681472804295,1,0,0.5245527221501246,577.5636092537086,96.84826991567348,1,1,0.5557413329839653,396.1669555287908,11.458845027641889,0,1,2.8663119177355987,631.2423279057874,1,1,Normal
2025-11-26 00:18:16.301554,0.6919735102815457,850.5977230997604,0,1,1,1.194412047232858,184.7829466095973,323.8131152005196,1.0,1,0.0,2.2645319537108457,337.9893585583581,1.9462550503986606,1,1,1.8251862265006769,277.1925258489731,44.890407407064295,1,1,1.5624956513596904,501.8595343470889,9.572653129797173,1,1,0.8520240997542865,604.6213042382458,1,1,Attack
2025-11-26 00:07:37.860724,1.0271367018097661,923.7929811785635,1,1,0,0.046540239737523525,243.96263702370084,197.94915622967295,0.0,1,1.0,1.5251523193547722,423.413815139249,6.96679911059804,1,1,0.8118702277516023,687.041878168695,14.811027409983502,0,1,1.2674137489805222,438.810384599838,11.689231746838345,1,1,1.591953766643647,491.69497834349494,1,1,Normal
2025-11-26 01:23:29.860724,0.689160909867859,893.0442932641722,1,0,1,1.3188665901892531,294.23377722243094,7.6927761081604595,1.0,1,1.0,1.1497306453684089,843.2010090108051,3.6922165715944866,1,1,0.9549115613570206,569.4522765640685,92.23167118271397,1,0,0.7976195085313945,807.0985596355973,10.961397169380776,1,1,1.481250940602758,887.5697517491236,1,1,Normal
2025-11-26 00:01:18.860724,1.0697996856514966,703.905790629873,1,0,1,0.25419771069021074,232.79661359771876,298.6318122907788,1.0,1,0.0,1.5389576265772267,645.0980646119239,3.2212695984671686,1,1,1.1237766746092328,457.2827941971706,45.323749452474736,1,1,1.3624179908510017,503.58837134770005,10.311650252885173,1,1,0.9258222771413486,736.0582867363928,1,1,Normal
2025-11-26 00:09:54.860724,1.0361683926683252,1006.7520894810388,0,1,1,0.2236626282769234,258.9603089152686,325.8114838209698,1.0,0,1.0,1.8495650531883825,421.4297359638473,8.660396945593263,1,0,0.4967106022359704,707.2079361510216,8.972168796581125,1,0,1.0225724533130514,362.27974164203863,13.891470047776805,1,1,0.9906045423686312,469.6723807593307,1,1,Normal
2025-11-26 02:07:05.860724,0.26174034446017436,822.9222085156434,1,1,1,1.4881051495954698,443.41719835795413,244.47033888515008,1.0,1,1.0,2.8525644116830557,1000.0,4.204325798155751,0,1,0.43721155945118617,585.3808827188236,85.13229207774708,1,1,0.7124910624635173,432.3626609315346,8.304188767364758,1,1,1.7757544846202233,805.8119850059909,1,1,Normal
2025-11-26 01:40:04.860724,0.9956339079083693,1117.6006045073802,1,0,1,1.3584011824251236,263.8700411196488,24.63414511106522,0.0,1,0.0,2.365835562014822,620.8806067041155,1.719021922332378,1,0,0.7083957873672682,346.144017664039,92.60319930934902,1,0,0.9252794796044483,496.0162519035655,9.480657897454234,1,1,2.989388084345126,662.6362830039717,1,1,Normal
2025-11-26 01:37:47.860724,0.39507827206105517,1172.5090521798616,1,0,1,1.008601397004407,198.21357512461813,43.0352068200008,1.0,1,1.0,2.7170611349345792,648.1420034028838,1.4721128565171935,1,1,0.43026963778085014,258.5628183561914,73.25841698899745,1,0,0.9832100255429957,458.5374556977954,8.463518514184633,1,1,2.5179784057995365,675.8194438458428,1,1,Normal
2025-11-26 00:31:07.301554,1.0936122307715608,887.5545666283361,1,1,1,1.1352854021562575,222.7956782293109,486.50642198724194,0.0,0,1.0,1.9351995699414057,380.1849305023949,0.5325653708471804,1,1,0.9774993405761963,304.12163570679553,38.49425624232893,1,1,1.6043452712244586,320.7182212163406,12.497558371429088,1,1,1.4725554845306317,633.3310195349114,1,1,Normal
2025-11-26 01:24:09.860724,0.7645233493986185,874.6050222325875,1,0,1,1.5,200.73385150281354,42.39604855127942,0.0,1,1.0,1.25984199543406,835.9770662733175,4.585059559579765,1,1,1.1755177314309544,576.7500989815505,93.46511776149522,0,1,0.7675857560123192,885.2115806945033,9.925756631513341,0,1,1.8329665399922999,956.5165748736341,1,1,Normal
