Timestamp,FIT-101,LIT-101,P-101,P-102,MV-101,FIT-201,AIT-201,AIT-202,P-201,P-202,P-203,FIT-301,LIT-301,DPIT-301,P-301,P-302,FIT-401,LIT-401,AIT-401,P-401,P-402,FIT-501,LIT-501,PIT-501,P-501,P-502,FIT-601,LIT-601,P-601,P-602,Normal/Attack
2025-11-25 23:58:17.145714,1.2563298366863376,845.6559453406488,1,1,1,0.7748210614333445,253.41103615322487,237.22476298304096,1,1,0,1.4577507422969598,651.5074544439824,4.720963954341839,1,1,1.3076076478562195,489.9038955964412,50.140776384578714,1,1,0.9598000759440722,597.31911420515,7.670789970086509,1,1,1.770322204090395,758.047643687271,1,1,Normal
2025-11-25 23:58:18.145714,1.2914582864035096,840.0698990765811,0,1,1,0.7636298365405697,257.5382560954216,233.47482867587297,1,0,1,1.4433115435267225,639.9825206933904,4.649391514411798,1,1,1.2556463794741797,504.5959289467681,48.22007995913886,1,1,0.9527720355625608,588.4443409332455,7.8256578797260845,1,1,1.786605810253981,742.3177873927247,1,0,Normal
2025-11-25 23:58:19.145714,1.2576421004510103,859.2831434486088,1,1,1,0.7388259423202403,248.79024258368662,231.10513398397075,0,1,0,1.4344275393223884,659.4445513093999,4.423229386917601,1,0,1.2604243803545347,511.1516203709167,47.12872546000121,1,1,0.9758086950254428,585.4881446529903,7.436959774175551,1,1,1.7689126196837008,756.3483410475249,1,1,Normal
2025-11-25 23:58:20.145714,1.2774876128618284,861.0919832583882,1,0,1,0.7016855158869894,244.85654189271,234.61763703565381,0,1,1,1.4767509815927589,658.9701427379704,4.469216553771504,1,1,1.221233423562067,514.8750697178623,47.69735893052571,0,1,0.940850620247361,581.6645729776084,7.767728306979107,1,1,1.7269608631364368,752.6502545700922,1,1,Normal
2025-11-25 23:58:21.145714,1.2913077517907097,871.934116468905,1,1,1,0.6380537253077417,239.6340169877806,233.30645538839988,1,0,0,1.4334384487054748,661.7141280525913,4.485033589307175,0,0,1.2028522007647928,530.1131057349841,48.51423146132776,1,1,0.9210696828608935,576.5379011842771,7.632962513122081,1,1,1.675992917688413,750.532108116526,1,1,Normal
2025-11-25 23:58:22.145714,1.2293332905446475,876.2408399788036,1,1,1,0.6368155284054453,240.27045753194633,236.72350492909285,1,1,0,1.473903022314283,651.1000979353611,4.364856907691296,1,1,1.2151594175515612,537.229679948007,50.47000522039961,1,1,0.9656994544001947,570.0019026149703,7.639485201801846,1,1,1.6107005189074748,750.6074441064891,1,0,Normal
2025-11-25 23:58:23.145714,1.2231355854173203,886.0205383979452,1,1,1,0.6347077731764101,240.158364147656,225.40798730413002,0,1,1,1.482488959019283,647.6717660103075,4.356997905149297,1,1,1.2402075813208093,537.2262779453658,50.05892131964035,1,0,0.9827036478647131,575.5480676178828,7.731782995670285,1,1,1.65436774661552,753.7666932250581,1,0,Normal
2025-11-25 23:58:24.145714,1.2443296947407483,893.1825130597596,1,1,1,0.6208287907103209,235.0301323655623,224.81078161684397,1,1,1,1.4305853498585668,652.6184557498262,4.487287343496925,1,1,1.211272262924033,541.2964525668937,49.46123048843584,1,1,0.9963812075811677,574.2182853475908,7.833542766022983,1,1,1.614645500775446,742.7889237142382,0,0,Normal
2025-11-25 23:58:25.145714,1.2885405077712355,905.2861175479062,1,0,1,0.6379109791763582,233.69971854341387,218.61354881965377,0,1,1,1.4792797246813798,638.6267290012695,4.583129568876724,1,1,1.208414956472987,531.6529784297065,46.26607451447791,1,1,0.9446370041932901,582.2563581058148,7.6353204494410845,1,1,1.5757254649149366,740.5275008467315,1,1,Normal
2025-11-25 23:58:26.145714,1.3191811370598938,893.2872632821659,0,1,1,0.6433236098364856,241.2242489686622,222.46357581251934,0,0,0,1.4526373366869194,625.186599991157,4.7977288289656554,1,1,1.2016744609047527,545.4195304289634,47.5667933748519,1,1,0.9838452114175906,588.867546422906,7.512083833073528,1,1,1.5328052548820206,738.5913749879048,1,1,Normal
